Check,Flag,AU-ROC,AU-PR,Accuracy
Per position nucleotide content - C position 145,Pass,0.5149999999999999,0.5658620689655173,0.515
Per position nucleotide content - C position 146,Pass,0.535,0.7279790419161677,0.535
Per position nucleotide content - C position 147,Pass,0.515,0.5666935483870967,0.515
Per position nucleotide content - C position 148,Pass,0.505,0.5564102564102564,0.505
Per position nucleotide content - C position 149,Pass,0.525,0.5890697674418605,0.525
Per position nucleotide content - C position 150,Pass,0.52,0.7160975609756097,0.52
Per position nucleotide content - C position 151,Pass,0.545,0.6173780487804879,0.545
Per position nucleotide content - C position 152,Pass,0.555,0.6311224489795918,0.555
Per position nucleotide content - C position 153,Pass,0.525,0.7297254335260115,0.525
Per position nucleotide content - C position 154,Pass,0.5050000000000001,0.7114970059880239,0.505
Per position nucleotide content - C position 155,Pass,0.515,0.5784574468085106,0.515
Per position nucleotide content - C position 156,Pass,0.5399999999999999,0.6101190476190477,0.54
Per position nucleotide content - C position 157,Pass,0.55,0.7258227848101265,0.55
Per position nucleotide content - C position 158,Pass,0.5,0.7075,0.5
Per position nucleotide content - C position 159,Pass,0.525,0.5862837837837838,0.525
Per position nucleotide content - C position 160,Pass,0.535,0.7185062893081762,0.535
Per position nucleotide content - C position 161,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - C position 162,Pass,0.515,0.5732926829268293,0.515
Per position nucleotide content - C position 163,Pass,0.51,0.5631578947368421,0.51
Per position nucleotide content - C position 164,Pass,0.505,0.704052795031056,0.505
Per position nucleotide content - C position 165,Pass,0.5,0.7075,0.5
Per position nucleotide content - C position 166,Pass,0.505,0.704052795031056,0.505
Per position nucleotide content - C position 167,Pass,0.545,0.7172058823529411,0.545
Per position nucleotide content - C position 168,Pass,0.515,0.7145454545454545,0.515
Per position nucleotide content - C position 169,Pass,0.575,0.7388853503184712,0.575
Per position nucleotide content - C position 170,Pass,0.54,0.7085135135135134,0.54
Per position nucleotide content - C position 171,Pass,0.525,0.5945098039215686,0.525
Per position nucleotide content - C position 172,Pass,0.53,0.7216463414634147,0.53
Per position nucleotide content - C position 173,Pass,0.53,0.7216463414634147,0.53
Per position nucleotide content - C position 174,Pass,0.55,0.7121232876712329,0.55
Per position nucleotide content - C position 175,Pass,0.525,0.7104617834394905,0.525
Per position nucleotide content - C position 176,Pass,0.515,0.7096583850931676,0.515
Per position nucleotide content - C position 177,Pass,0.5,0.545,0.5
Per position nucleotide content - C position 178,Pass,0.515,0.5717307692307692,0.515
Per position nucleotide content - C position 179,Pass,0.5249999999999999,0.7224850299401196,0.525
Per position nucleotide content - C position 180,Pass,0.53,0.5941666666666667,0.53
Per position nucleotide content - C position 181,Pass,0.525,0.7176687116564419,0.525
Per position nucleotide content - C position 182,Pass,0.515,0.5689285714285713,0.515
Per position nucleotide content - C position 183,Pass,0.52,0.7185240963855423,0.52
Per position nucleotide content - C position 184,Pass,0.51,0.7080864197530865,0.51
Per position nucleotide content - C position 185,Pass,0.5249999999999999,0.7273099415204678,0.525
Per position nucleotide content - C position 186,Pass,0.525,0.7080645161290322,0.525
Per position nucleotide content - C position 187,Pass,0.5399999999999999,0.7342647058823529,0.54
Per position nucleotide content - C position 188,Pass,0.5249999999999999,0.7321428571428571,0.525
Per position nucleotide content - C position 189,Pass,0.515,0.7072169811320755,0.515
Per position nucleotide content - C position 190,Pass,0.505,0.7065337423312884,0.505
Per position nucleotide content - C position 191,Pass,0.53,0.7192592592592593,0.53
Per position nucleotide content - C position 192,Pass,0.52,0.7233823529411765,0.52
Per position nucleotide content - C position 193,Pass,0.51,0.7228735632183908,0.51
Per position nucleotide content - C position 194,Pass,0.5499999999999999,0.6285294117647059,0.55
Per position nucleotide content - C position 195,Pass,0.54,0.7248456790123456,0.54
Per position nucleotide content - C position 196,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - C position 197,Pass,0.5349999999999999,0.7303550295857988,0.535
Per position nucleotide content - C position 198,Pass,0.5,0.7124999999999999,0.5
Per position nucleotide content - C position 199,Pass,0.51,0.7278089887640451,0.51
Per position nucleotide content - C position 200,Pass,0.5049999999999999,0.5500757575757576,0.505
Per position nucleotide content - C,Pass,0.575,0.7460843373493977,0.575
Per position nucleotide content - G position 1,Pass,0.5399999999999999,0.7342647058823529,0.54
Per position nucleotide content - G position 2,Pass,0.52,0.7185240963855423,0.52
Per position nucleotide content - G position 3,Pass,0.51,0.7130120481927711,0.51
Per position nucleotide content - G position 4,Pass,0.51,0.7105487804878049,0.51
Per position nucleotide content - G position 5,Pass,0.58,0.7493902439024391,0.58
Per position nucleotide content - G position 6,Pass,0.5549999999999999,0.7482142857142858,0.555
Per position nucleotide content - G position 7,Pass,0.515,0.7145454545454545,0.515
Per position nucleotide content - G position 8,Pass,0.525,0.5857142857142857,0.525
Per position nucleotide content - G position 9,Pass,0.51,0.7154761904761905,0.51
Per position nucleotide content - G position 10,Pass,0.54,0.7295481927710843,0.54
Per position nucleotide content - G position 11,Pass,0.515,0.5749418604651163,0.515
Per position nucleotide content - G position 12,Pass,0.5549999999999999,0.7297955974842768,0.555
Per position nucleotide content - G position 13,Pass,0.52,0.7160975609756097,0.52
Per position nucleotide content - G position 14,Pass,0.52,0.7039935064935066,0.52
Per position nucleotide content - G position 15,Pass,0.54,0.7248456790123456,0.54
Per position nucleotide content - G position 16,Pass,0.5449999999999999,0.7288036809815951,0.545
Per position nucleotide content - G position 17,Pass,0.57,0.7371518987341773,0.57
Per position nucleotide content - G position 18,Pass,0.525,0.7104617834394905,0.525
Per position nucleotide content - G position 19,Pass,0.5750000000000001,0.7410849056603774,0.575
Per position nucleotide content - G position 20,Pass,0.5650000000000001,0.726523178807947,0.565
Per position nucleotide content - G position 21,Pass,0.54,0.7178205128205127,0.54
Per position nucleotide content - G position 22,Pass,0.525,0.7152639751552795,0.525
Per position nucleotide content - G position 23,Pass,0.55,0.7258227848101265,0.55
Per position nucleotide content - G position 24,Pass,0.515,0.7047770700636942,0.515
Per position nucleotide content - G position 25,Pass,0.53,0.705,0.53
Per position nucleotide content - G position 26,Pass,0.54,0.7131578947368421,0.54
Per position nucleotide content - G position 27,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - G position 28,Pass,0.5700000000000001,0.739375,0.57
Per position nucleotide content - G position 29,Pass,0.585,0.7255755395683454,0.585
Per position nucleotide content - G position 30,Pass,0.53,0.714493670886076,0.53
Per position nucleotide content - G position 31,Pass,0.52,0.5800000000000001,0.52
Per position nucleotide content - G position 32,Pass,0.595,0.752374213836478,0.595
Per position nucleotide content - G position 33,Pass,0.5150000000000001,0.6877447552447552,0.515
Per position nucleotide content - G position 34,Pass,0.57,0.7371518987341773,0.57
Per position nucleotide content - G position 35,Pass,0.515,0.7047770700636942,0.515
Per position nucleotide content - G position 36,Pass,0.53,0.716875,0.53
Per position nucleotide content - G position 37,Pass,0.54,0.7131578947368421,0.54
Per position nucleotide content - G position 38,Pass,0.585,0.7339115646258503,0.585
Per position nucleotide content - G position 39,Pass,0.5149999999999999,0.6999019607843138,0.515
Per position nucleotide content - G position 40,Pass,0.505,0.6891778523489933,0.505
Per position nucleotide content - G position 41,Pass,0.545,0.7241509433962263,0.545
Per position nucleotide content - G position 42,Pass,0.515,0.6853191489361702,0.515
Per position nucleotide content - G position 43,Pass,0.53,0.7121153846153846,0.53
Per position nucleotide content - G position 44,Pass,0.545,0.7126006711409396,0.545
Per position nucleotide content - G position 45,Pass,0.525,0.5977272727272727,0.525
Per position nucleotide content - G position 46,Pass,0.555,0.7229738562091502,0.555
Per position nucleotide content - G position 47,Pass,0.5700000000000001,0.7438414634146342,0.57
Per position nucleotide content - G position 48,Pass,0.595,0.752374213836478,0.595
Per position nucleotide content - G position 49,Warning,0.6000000000000001,0.7458333333333333,0.6
Per position nucleotide content - G position 50,Pass,0.5700000000000001,0.7305263157894737,0.57
Per position nucleotide content - G position 51,Pass,0.5349999999999999,0.7161464968152866,0.535
Per position nucleotide content - G position 52,Warning,0.6100000000000001,0.7476712328767123,0.61
Per position nucleotide content - G position 53,Pass,0.52,0.7015789473684211,0.52
Per position nucleotide content - G position 54,Pass,0.5900000000000001,0.7463461538461539,0.59
Per position nucleotide content - G position 55,Pass,0.5800000000000001,0.7363157894736843,0.58
Per position nucleotide content - G position 56,Pass,0.53,0.7097402597402597,0.53
Per position nucleotide content - G position 57,Pass,0.585,0.7339115646258503,0.585
Per position nucleotide content - G position 58,Pass,0.555,0.7229738562091502,0.555
Per position nucleotide content - G position 59,Pass,0.5349999999999999,0.7161464968152866,0.535
Per position nucleotide content - G position 60,Pass,0.5350000000000001,0.6997377622377623,0.535
Per position nucleotide content - G position 61,Pass,0.56,0.7225,0.56
Per position nucleotide content - G position 62,Pass,0.595,0.752374213836478,0.595
Per position nucleotide content - G position 63,Pass,0.585,0.723521897810219,0.585
Per position nucleotide content - G position 64,Pass,0.555,0.7229738562091502,0.555
Per position nucleotide content - G position 65,Pass,0.575,0.7237237762237763,0.575
Per position nucleotide content - G position 66,Warning,0.62,0.7497535211267604,0.62
Per position nucleotide content - G position 67,Pass,0.545,0.7126006711409396,0.545
Per position nucleotide content - G position 68,Pass,0.595,0.7276851851851851,0.595
Per position nucleotide content - G position 69,Pass,0.5750000000000001,0.7280102040816326,0.575
Per position nucleotide content - G position 70,Warning,0.655,0.7649074074074074,0.655
Per position nucleotide content - G position 71,Pass,0.55,0.728125,0.55
Per position nucleotide content - G position 72,Warning,0.615,0.7496551724137931,0.615
Per position nucleotide content - G position 73,Warning,0.61,0.7398550724637681,0.61
Per position nucleotide content - G position 74,Warning,0.62,0.7497535211267604,0.62
Per position nucleotide content - G position 75,Pass,0.5700000000000001,0.7283333333333334,0.57
Per position nucleotide content - G position 76,Warning,0.605,0.7397340425531915,0.605
Per position nucleotide content - G position 77,Pass,0.5800000000000001,0.7320270270270269,0.58
Per position nucleotide content - G position 78,Warning,0.63,0.7539285714285715,0.63
Per position nucleotide content - G position 79,Warning,0.64,0.7547388059701493,0.64
Per position nucleotide content - G position 80,Warning,0.625,0.7537062937062938,0.625
Per position nucleotide content - G position 81,Warning,0.635,0.7525000000000002,0.635
Per position nucleotide content - G position 82,Warning,0.615,0.7457801418439716,0.615
Per position nucleotide content - G position 83,Warning,0.615,0.7477097902097902,0.615
Per position nucleotide content - G position 84,Pass,0.595,0.7276851851851851,0.595
Per position nucleotide content - G position 85,Pass,0.5800000000000001,0.7428164556962026,0.58
Per position nucleotide content - G position 86,Pass,0.56,0.7158333333333332,0.56
Per position nucleotide content - G position 87,Pass,0.575,0.7131954887218046,0.575
Per position nucleotide content - G position 88,Warning,0.615,0.7382330827067668,0.615
Per position nucleotide content - G position 89,Warning,0.645,0.7604197080291971,0.645
Per position nucleotide content - G position 90,Warning,0.655,0.7665693430656935,0.655
Per position nucleotide content - G position 91,Pass,0.55,0.7053571428571428,0.55
Per position nucleotide content - G position 92,Warning,0.6100000000000001,0.7476712328767123,0.61
Per position nucleotide content - G position 93,Warning,0.645,0.7570112781954887,0.645
Per position nucleotide content - G position 94,Warning,0.61,0.7360447761194031,0.61
Per position nucleotide content - G position 95,Pass,0.58,0.7173507462686567,0.58
Per position nucleotide content - G position 96,Pass,0.53,0.7002739726027396,0.53
Per position nucleotide content - G position 97,Warning,0.615,0.7516156462585034,0.615
Per position nucleotide content - G position 98,Warning,0.61,0.7286507936507937,0.61
Per position nucleotide content - G position 99,Warning,0.68,0.7753125,0.68
Per position nucleotide content - G position 100,Warning,0.635,0.7490267175572519,0.635
Per position nucleotide content - G position 101,Warning,0.6399999999999999,0.76,0.64
Per position nucleotide content - G position 102,Warning,0.64,0.7513461538461539,0.64
Per position nucleotide content - G position 103,Pass,0.56,0.7180479452054795,0.56
Per position nucleotide content - G position 104,Pass,0.55,0.7121232876712329,0.55
Per position nucleotide content - G position 105,Warning,0.645,0.763918439716312,0.645
Per position nucleotide content - G position 106,Warning,0.62,0.7459782608695651,0.62
Per position nucleotide content - G position 107,Pass,0.5800000000000001,0.7235714285714285,0.58
Per position nucleotide content - G position 108,Pass,0.595,0.7257142857142856,0.595
Per position nucleotide content - G position 109,Warning,0.62,0.7516666666666667,0.62
Per position nucleotide content - G position 110,Warning,0.655,0.7665693430656935,0.655
Per position nucleotide content - G position 111,Warning,0.63,0.7521014492753623,0.63
Per position nucleotide content - G position 112,Warning,0.62,0.7497535211267604,0.62
Per position nucleotide content - G position 113,Warning,0.605,0.7417132867132866,0.605
Per position nucleotide content - G position 114,Warning,0.6100000000000001,0.7456944444444443,0.61
Per position nucleotide content - G position 115,Pass,0.5900000000000001,0.73375,0.59
Per position nucleotide content - G position 116,Warning,0.615,0.7419708029197081,0.615
Per position nucleotide content - G position 117,Pass,0.5800000000000001,0.7194117647058824,0.58
Per position nucleotide content - G position 118,Pass,0.56,0.7158333333333332,0.56
Per position nucleotide content - G position 119,Warning,0.6000000000000001,0.7417465753424658,0.6
Per position nucleotide content - G position 120,Pass,0.585,0.717442748091603,0.585
Per position nucleotide content - G position 121,Pass,0.53,0.6885294117647058,0.53
Per position nucleotide content - G position 122,Pass,0.565,0.7155496453900709,0.565
Per position nucleotide content - G position 123,Warning,0.615,0.7419708029197081,0.615
Per position nucleotide content - G position 124,Pass,0.55,0.7098611111111113,0.55
Per position nucleotide content - G position 125,Pass,0.585,0.7214814814814814,0.585
Per position nucleotide content - G position 126,Pass,0.595,0.7296715328467154,0.595
Per position nucleotide content - G position 127,Pass,0.575,0.7215957446808512,0.575
Per position nucleotide content - G position 128,Warning,0.62,0.7478571428571429,0.62
Per position nucleotide content - G position 129,Warning,0.6100000000000001,0.7437323943661972,0.61
Per position nucleotide content - G position 130,Pass,0.5750000000000001,0.7323344370860927,0.575
Per position nucleotide content - G position 131,Pass,0.565,0.7155496453900709,0.565
Per position nucleotide content - G position 132,Pass,0.545,0.7034574468085106,0.545
Per position nucleotide content - G position 133,Warning,0.625,0.7444924812030076,0.625
Per position nucleotide content - G position 134,Pass,0.6,0.7298134328358209,0.6
Per position nucleotide content - G position 135,Pass,0.54,0.7061986301369864,0.54
Per position nucleotide content - G position 136,Warning,0.605,0.7457142857142857,0.605
Per position nucleotide content - G position 137,Pass,0.575,0.7215957446808512,0.575
Per position nucleotide content - G position 138,Pass,0.5900000000000001,0.7379054054054055,0.59
Per position nucleotide content - G position 139,Pass,0.5549999999999999,0.7095035460992907,0.555
Per position nucleotide content - G position 140,Pass,0.575,0.7258620689655172,0.575
Per position nucleotide content - G position 141,Pass,0.5700000000000001,0.7218055555555556,0.57
Per position nucleotide content - G position 142,Pass,0.585,0.7339115646258503,0.585
Per position nucleotide content - G position 143,Pass,0.51,0.6884246575342465,0.51
Per position nucleotide content - G position 144,Warning,0.625,0.7499640287769783,0.625
Per position nucleotide content - G position 145,Warning,0.6000000000000001,0.7458333333333333,0.6
Per position nucleotide content - G position 146,Pass,0.56,0.7158333333333332,0.56
Per position nucleotide content - G position 147,Pass,0.585,0.723521897810219,0.585
Per position nucleotide content - G position 148,Pass,0.55,0.7076056338028169,0.55
Per position nucleotide content - G position 149,Pass,0.5750000000000001,0.7323344370860927,0.575
Per position nucleotide content - G position 150,Pass,0.5700000000000001,0.7261486486486487,0.57
Per position nucleotide content - G position 151,Pass,0.5800000000000001,0.7363157894736843,0.58
Per position nucleotide content - G position 152,Pass,0.5700000000000001,0.7283333333333334,0.57
Per position nucleotide content - G position 153,Pass,0.5850000000000001,0.7381456953642384,0.585
Per position nucleotide content - G position 154,Pass,0.56,0.7136267605633803,0.56
Per position nucleotide content - G position 155,Pass,0.5700000000000001,0.7283333333333334,0.57
Per position nucleotide content - G position 156,Pass,0.5650000000000001,0.7221088435374151,0.565
Per position nucleotide content - G position 157,Pass,0.51,0.6908783783783784,0.51
Per position nucleotide content - G position 158,Pass,0.5549999999999999,0.7095035460992907,0.555
Per position nucleotide content - G position 159,Pass,0.55,0.7076056338028169,0.55
Per position nucleotide content - G position 160,Pass,0.5850000000000001,0.7360234899328859,0.585
Per position nucleotide content - G position 161,Pass,0.5900000000000001,0.7463461538461539,0.59
Per position nucleotide content - G position 162,Pass,0.585,0.7276418439716312,0.585
Per position nucleotide content - G position 163,Pass,0.53,0.714493670886076,0.53
Per position nucleotide content - G position 164,Pass,0.5650000000000001,0.726523178807947,0.565
Per position nucleotide content - G position 165,Pass,0.505,0.6891778523489933,0.505
Per position nucleotide content - G position 166,Pass,0.56,0.7247368421052632,0.56
Per position nucleotide content - G position 167,Pass,0.5800000000000001,0.738474025974026,0.58
Per position nucleotide content - G position 168,Pass,0.54,0.7038888888888888,0.54
Per position nucleotide content - G position 169,Pass,0.525,0.7128616352201258,0.525
Per position nucleotide content - G position 170,Pass,0.5349999999999999,0.7161464968152866,0.535
Per position nucleotide content - G position 171,Pass,0.565,0.7287418300653593,0.565
Per position nucleotide content - G position 172,Pass,0.565,0.7332006369426752,0.565
Per position nucleotide content - G position 173,Pass,0.515,0.69503355704698,0.515
Per position nucleotide content - G position 174,Pass,0.555,0.7343711656441718,0.555
Per position nucleotide content - G position 175,Pass,0.56,0.7360185185185186,0.56
Per position nucleotide content - G position 176,Pass,0.545,0.7126006711409396,0.545
Per position nucleotide content - G position 177,Pass,0.525,0.7080645161290322,0.525
Per position nucleotide content - G position 178,Pass,0.515,0.6926020408163265,0.515
Per position nucleotide content - G position 179,Pass,0.555,0.7275159235668789,0.555
Per position nucleotide content - G position 180,Pass,0.53,0.7097402597402597,0.53
Per position nucleotide content - G position 181,Pass,0.5349999999999999,0.7161464968152866,0.535
Per position nucleotide content - G position 182,Pass,0.545,0.7264751552795031,0.545
Per position nucleotide content - G position 183,Pass,0.52,0.7064102564102565,0.52
Per position nucleotide content - G position 184,Pass,0.535,0.7208695652173913,0.535
Per position nucleotide content - G position 185,Pass,0.5,0.5475000000000001,0.5
Per position nucleotide content - G position 186,Pass,0.555,0.7343711656441718,0.555
Per position nucleotide content - G position 187,Pass,0.52,0.7258139534883721,0.52
Per position nucleotide content - G position 188,Pass,0.515,0.7023387096774194,0.515
Per position nucleotide content - G position 189,Pass,0.5599999999999999,0.7382926829268293,0.56
Per position nucleotide content - G position 190,Pass,0.5349999999999999,0.7327339181286551,0.535
Per position nucleotide content - G position 191,Pass,0.5549999999999999,0.7389670658682636,0.555
Per position nucleotide content - G position 192,Pass,0.525,0.7128616352201258,0.525
Per position nucleotide content - G position 193,Pass,0.54,0.715487012987013,0.54
Per position nucleotide content - G position 194,Pass,0.565,0.7399386503067484,0.565
Per position nucleotide content - G position 195,Pass,0.525,0.7104617834394905,0.525
Per position nucleotide content - G position 196,Pass,0.5349999999999999,0.7374999999999999,0.535
Per position nucleotide content - G position 197,Pass,0.585,0.7598538011695907,0.585
Per position nucleotide content - G position 198,Pass,0.57,0.7483333333333333,0.57
Per position nucleotide content - G position 199,Pass,0.575,0.7544298245614035,0.575
Per position nucleotide content - G position 200,Pass,0.5,0.7124999999999999,0.5
Per position nucleotide content - G,Warning,0.68,0.7753125,0.68
Per position nucleotide content - N position 1,Pass,0.515,0.6074999999999999,0.515
Per position nucleotide content - N position 2,Pass,0.5049999999999999,0.5935211267605633,0.505
Per position nucleotide content - N position 3,Pass,0.5049999999999999,0.5911231884057971,0.505
Per position nucleotide content - N position 4,Pass,0.515,0.5902118644067795,0.515
Per position nucleotide content - N position 5,Pass,0.51,0.5771153846153846,0.51
Per position nucleotide content - N position 6,Pass,0.505,0.5676020408163265,0.505
Per position nucleotide content - N position 7,Pass,0.5,0.56,0.5
Per position nucleotide content - N position 8,Pass,0.5,0.5575,0.5
Per position nucleotide content - N position 9,Pass,0.5,0.5525,0.5
Per position nucleotide content - N position 10,Pass,0.51,0.705625,0.51
Per position nucleotide content - N position 11,Pass,0.51,0.7080864197530865,0.51
Per position nucleotide content - N position 12,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - N position 13,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - N position 14,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - N position 15,Pass,0.515,0.7121012269938649,0.515
Per position nucleotide content - N position 16,Pass,0.5050000000000001,0.7139792899408285,0.505
Per position nucleotide content - N position 17,Pass,0.5050000000000001,0.7139792899408285,0.505
Per position nucleotide content - N position 18,Pass,0.51,0.7179411764705883,0.51
Per position nucleotide content - N position 19,Pass,0.5049999999999999,0.7164619883040937,0.505
Per position nucleotide content - N position 20,Pass,0.5,0.7175,0.5
Per position nucleotide content - N position 21,Pass,0.5149999999999999,0.5651086956521738,0.515
Per position nucleotide content - N position 22,Pass,0.5149999999999999,0.5651086956521738,0.515
Per position nucleotide content - N position 23,Pass,0.52,0.5779545454545454,0.52
Per position nucleotide content - N position 24,Pass,0.52,0.5779545454545454,0.52
Per position nucleotide content - N position 25,Pass,0.52,0.5779545454545454,0.52
Per position nucleotide content - N position 26,Pass,0.5100000000000001,0.5525000000000001,0.51
Per position nucleotide content - N position 27,Pass,0.505,0.5381578947368421,0.505
Per position nucleotide content - N position 28,Pass,0.505,0.5381578947368421,0.505
Per position nucleotide content - N position 29,Pass,0.5000000000000001,0.5225,0.5
Per position nucleotide content - N position 30,Pass,0.5000000000000001,0.5225,0.5
Per position nucleotide content - N position 31,Pass,0.5050000000000001,0.5372058823529411,0.505
Per position nucleotide content - N position 32,Pass,0.51,0.55375,0.51
Per position nucleotide content - N position 33,Pass,0.51,0.5557142857142857,0.51
Per position nucleotide content - N position 34,Pass,0.51,0.5591666666666667,0.51
Per position nucleotide content - N position 35,Pass,0.51,0.5650000000000001,0.51
Per position nucleotide content - N position 36,Pass,0.515,0.5983333333333333,0.515
Per position nucleotide content - N position 37,Pass,0.515,0.5983333333333333,0.515
Per position nucleotide content - N position 38,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 39,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 40,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 41,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 42,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 43,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 44,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 45,Pass,0.52,0.6399999999999999,0.52
Per position nucleotide content - N position 46,Pass,0.5149999999999999,0.6196428571428572,0.515
Per position nucleotide content - N position 47,Pass,0.51,0.5933333333333333,0.51
Per position nucleotide content - N position 48,Pass,0.51,0.5933333333333333,0.51
Per position nucleotide content - N position 49,Pass,0.51,0.5933333333333333,0.51
Per position nucleotide content - N position 50,Pass,0.51,0.5933333333333333,0.51
Per position nucleotide content - N position 51,Pass,0.505,0.5575,0.505
Per position nucleotide content - N position 52,Pass,0.505,0.5575,0.505
Per position nucleotide content - N position 53,Pass,0.51,0.6325,0.51
Per position nucleotide content - N position 54,Pass,0.505,0.5883333333333333,0.505
Per position nucleotide content - N position 55,Pass,0.505,0.5883333333333333,0.505
Per position nucleotide content - N position 56,Pass,0.505,0.5883333333333333,0.505
Per position nucleotide content - N position 57,Pass,0.505,0.5883333333333333,0.505
Per position nucleotide content - N position 58,Pass,0.505,0.5883333333333333,0.505
Per position nucleotide content - N position 59,Pass,0.51,0.755,0.51
Per position nucleotide content - N position 60,Pass,0.51,0.755,0.51
Per position nucleotide content - N position 61,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 62,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 63,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 64,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 65,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 66,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 67,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 68,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 69,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 70,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 71,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 72,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 73,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 74,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 75,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 76,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 77,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 78,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 79,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 80,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 81,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 82,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 83,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 84,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 85,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 86,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 87,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 88,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 89,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 90,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 91,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 92,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 93,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 94,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 95,Pass,0.5,0.5,0.5
Per position nucleotide content - N position 96,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 97,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 98,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 99,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 100,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 101,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 102,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 103,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 104,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 105,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 106,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 107,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 108,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 109,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 110,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 111,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 112,Pass,0.505,0.7525,0.505
Per position nucleotide content - N position 113,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 114,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 115,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 116,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 117,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 118,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 119,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 120,Pass,0.5,0.5025,0.5
Per position nucleotide content - N position 121,Pass,0.5,0.505,0.5
Per position nucleotide content - N position 122,Pass,0.5,0.505,0.5
Per position nucleotide content - N position 123,Pass,0.5,0.505,0.5
Per position nucleotide content - N position 124,Pass,0.505,0.7462820512820513,0.505
Per position nucleotide content - N position 125,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 126,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 127,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 128,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 129,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 130,Pass,0.51,0.7475773195876289,0.51
Per position nucleotide content - N position 131,Pass,0.51,0.7475773195876289,0.51
